firmeza_predict,firmeza_real
4.831000000000007,4.6
8.581500000000009,6.2
6.468499999999991,6.4
5.6960000000000095,5.6
6.557999999999998,6.8
6.522499999999996,4.25
6.6160000000000005,6.45
8.000000000000009,7.95
6.709000000000006,6.95
5.542499999999994,5.2
7.726999999999991,8.3
6.576499999999999,8.3
7.859999999999998,7.45
6.235000000000012,6.1
5.763499999999996,4.65
6.8325,5.5
6.932,7.0
61.09099999999993,65.15
26.188500000000005,24.25
25.62899999999995,10.6
15.062500000000002,13.0
33.458500000000036,11.9
53.87050000000003,60.35
62.03749999999993,70.9
61.15499999999993,77.15
31.065999999999992,23.7
41.93550000000001,79.75
32.6255,25.25
53.046000000000035,49.1
49.37900000000005,38.8
63.591999999999935,64.9
61.663000000000046,64.55
46.37550000000001,62.5
78.39050000000013,80.3
66.5054999999999,85.45
55.56299999999998,28.65
14.552000000000026,13.7
72.19299999999998,80.25
72.48049999999995,66.4
57.632500000000064,66.8
54.4335,60.25
58.932999999999964,73.9
72.0890000000001,74.6
69.095,69.5
66.9614999999999,68.7
35.93549999999996,29.35
62.385999999999896,65.2
51.152000000000065,49.3
32.789500000000004,25.5
32.568500000000036,25.65
32.58249999999998,23.95
55.25999999999999,66.4
67.8394999999999,70.7
24.119,26.55
44.24599999999993,41.2
12.118500000000024,9.95
23.081000000000003,19.5
43.90299999999998,38.0
55.7114999999999,56.2
83.21599999999991,93.7
76.77100000000007,95.3
43.55149999999993,42.2
16.964000000000027,17.9
32.392999999999965,17.2
24.15,15.45
41.125999999999976,14.25
17.715499999999963,15.1
27.4285,36.95
13.579000000000011,18.4
28.771499999999985,19.95
44.176999999999936,38.2
39.308500000000016,44.8
47.16449999999998,56.0
45.205499999999994,46.75
45.87299999999998,46.85
18.54800000000003,17.95
19.167000000000023,8.4
15.905999999999988,11.85
9.731000000000012,9.95
13.813499999999975,15.3
11.866,9.9
11.3955,11.0
12.567999999999984,11.3
10.062999999999986,10.8
35.7655,10.25
20.255999999999975,12.85
10.573999999999987,12.8
10.275499999999989,10.9
8.842000000000011,10.6
14.076000000000016,8.9
10.383000000000012,9.2
11.604500000000007,14.2
10.169,8.95
11.428000000000004,8.4
12.509999999999993,7.8
9.28950000000001,9.35
8.820500000000012,8.95
13.782999999999998,10.85
16.760500000000008,10.4
15.442499999999995,10.25
10.367000000000008,9.35
47.493499999999955,9.4
29.566499999999987,9.7
12.42999999999998,10.8
15.417000000000026,9.95
9.681500000000002,8.5
23.89,6.8
8.249000000000008,4.1
8.387500000000003,3.05
4.499499999999994,4.4
4.2625,3.75
8.573999999999991,6.65
5.690999999999997,5.7
4.900000000000005,3.85
4.655999999999997,3.4
4.037000000000004,3.6
3.436499999999996,2.95
6.742499999999996,7.0
6.642000000000004,5.95
6.744500000000008,6.6
4.010499999999993,3.2
5.228000000000006,4.8
4.323499999999999,3.5
5.194999999999992,3.9
4.211999999999995,4.15
5.383499999999992,4.9
3.8865000000000056,3.6
6.2444999999999915,6.4
4.774500000000006,4.55
3.9965000000000055,3.8
5.734,6.0
8.293999999999986,8.4
6.334000000000002,6.2
6.9105000000000025,7.0
6.591000000000008,7.1
7.279000000000008,7.2
9.4115,10.0
7.326999999999999,4.5
9.870499999999996,4.35
6.680500000000008,6.85
5.9230000000000045,5.4
8.09999999999999,8.4
9.126999999999986,8.8
6.443000000000005,5.35
5.488999999999994,4.9
8.612000000000009,5.95
7.093499999999991,5.65
6.555,5.75
9.7825,6.6
4.665000000000006,3.8
6.240000000000002,6.3
5.840500000000002,5.55
6.7570000000000014,7.0
6.919499999999994,6.05
6.798499999999995,7.05
6.722999999999992,4.4
5.505000000000007,4.85
5.8020000000000005,5.5
6.3655,3.45
27.34850000000001,4.35
10.461,3.6
7.600499999999991,7.3
5.3865,4.0
4.845500000000006,3.6
4.564000000000006,3.55
5.446499999999998,4.45
6.391000000000003,6.7
8.337000000000002,8.5
6.278000000000002,6.3
6.962500000000005,7.45
8.032500000000006,7.85
5.595999999999992,4.9
5.566999999999991,5.4
5.5245,5.5
6.257500000000007,6.35
9.10049999999999,6.3
13.437000000000005,7.85
7.003999999999998,7.3
5.853500000000001,6.35
5.899999999999999,5.5
5.774499999999998,4.7
6.405999999999999,6.3
6.183499999999998,6.0
6.011499999999999,5.7
9.155999999999992,8.4
6.340999999999991,6.4
6.738000000000004,6.95
6.292500000000008,6.1
6.334499999999994,6.65
5.673000000000001,6.2
6.366500000000002,6.7
6.5635,5.3
6.982000000000008,6.85
7.436499999999994,8.05
7.5775,7.75
5.698000000000008,5.35
5.7115000000000045,5.3
62.248499999999936,65.15
26.232499999999995,24.25
18.905499999999982,10.6
13.936000000000002,13.0
40.896000000000036,11.9
57.05900000000005,60.35
63.762999999999934,70.9
71.34449999999991,77.15
29.63749999999998,23.7
28.9415,25.25
49.7635,49.1
48.34650000000003,38.8
63.411999999999935,64.9
61.39950000000003,64.55
73.88850000000012,80.3
13.876000000000019,13.7
72.48049999999995,66.4
58.31999999999999,60.25
65.75899999999993,73.9
73.3960000000001,74.6
68.117,69.5
65.2409999999999,68.7
38.74949999999996,29.35
63.10999999999989,65.2
51.42700000000005,49.3
37.1675,25.5
32.58249999999998,23.95
55.25999999999999,66.4
66.58799999999991,70.7
26.76200000000001,26.55
44.24599999999993,41.2
10.250000000000018,9.95
22.7845,19.5
54.834499999999906,56.2
79.55249999999991,93.7
76.77100000000007,95.3
41.52349999999993,42.2
16.802000000000024,17.9
19.678500000000017,15.45
41.125999999999976,14.25
20.554499999999976,15.1
27.4285,36.95
42.87050000000005,44.8
47.16449999999998,56.0
45.205499999999994,46.75
44.20499999999997,46.85
19.925000000000026,17.95
11.417000000000005,11.85
9.594500000000012,9.95
14.109999999999983,15.3
10.135999999999989,9.9
12.567999999999984,11.3
10.492499999999984,10.8
15.346999999999982,12.85
8.934999999999988,10.9
13.773499999999995,8.9
14.421500000000016,9.2
11.604500000000007,14.2
10.169,8.95
11.428000000000004,8.4
9.404000000000009,9.35
9.171000000000012,8.95
16.620999999999974,10.85
47.493499999999955,9.4
19.493500000000036,9.95
11.299000000000005,8.5
14.668999999999983,6.8
5.799000000000009,4.1
13.593999999999975,3.05
4.568499999999993,4.4
4.567999999999994,3.4
4.037000000000004,3.6
3.4194999999999967,2.95
6.771500000000006,5.95
8.260500000000006,6.6
4.010499999999993,3.2
5.034500000000006,4.8
4.2375,3.5
5.194999999999992,3.9
4.350499999999993,4.15
5.383499999999992,4.9
4.866000000000005,3.6
4.676500000000007,4.55
3.920000000000005,3.8
5.8455,6.0
8.18949999999999,8.4
6.273000000000002,6.2
6.9105000000000025,7.0
6.526000000000009,7.1
7.2480000000000055,7.2
9.513,10.0
7.834999999999999,4.5
9.870499999999996,4.35
5.9230000000000045,5.4
9.213499999999991,8.4
8.625499999999986,8.8
5.673500000000009,5.35
5.5239999999999965,4.9
9.6905,5.75
4.315000000000007,3.8
6.296500000000003,6.3
5.744500000000001,5.55
6.7570000000000014,7.0
6.243999999999998,6.05
6.9099999999999975,7.05
6.605499999999991,4.4
5.5455000000000005,5.5
27.34850000000001,4.35
11.723999999999988,7.3
5.0565000000000015,4.0
4.068000000000005,3.6
4.564000000000006,3.55
4.817499999999994,4.45
6.540500000000003,6.7
8.3045,8.5
6.309500000000001,6.3
6.962500000000005,7.45
5.041499999999991,4.9
5.53349999999999,5.4
5.547999999999999,5.5
6.093000000000008,6.35
9.10049999999999,6.3
7.003999999999998,7.3
5.853500000000001,6.35
5.685499999999998,5.5
5.774499999999998,4.7
6.462499999999999,6.3
6.584500000000004,5.7
6.415999999999991,6.4
6.942000000000008,6.95
6.56399999999999,6.65
6.564500000000005,6.7
7.0019999999999945,5.3
7.0440000000000085,6.85
7.215499999999996,8.05
7.470499999999998,7.75
5.473000000000009,5.35
5.871000000000004,5.3
15.964999999999991,28.75
14.8385,15.75
15.695499999999988,16.35
16.816999999999982,17.1
23.130499999999962,24.1
11.107499999999998,12.4
57.864000000000026,11.6
7.641499999999992,7.3
13.39099999999998,14.8
16.91999999999999,12.7
16.5095,15.5
24.870999999999995,12.7
13.158500000000005,11.65
5.8655,5.55
13.853500000000004,13.5
17.549000000000028,11.4
9.8995,9.75
15.391499999999967,11.6
9.706500000000013,9.85
8.981000000000012,8.7
12.675999999999998,13.25
6.689500000000002,6.25
9.440999999999988,9.15
8.430500000000013,8.35
6.929000000000006,7.1
6.796500000000001,7.25
6.978499999999998,7.3
5.594999999999996,4.45
6.952000000000001,5.25
6.367999999999992,6.15
5.406000000000006,4.6
7.065500000000008,6.2
6.432499999999991,6.4
5.62150000000001,5.6
6.764999999999995,6.8
6.5870000000000015,6.45
5.593999999999998,5.2
7.726999999999991,8.3
6.796000000000009,6.1
5.745999999999994,4.65
7.282500000000002,7.0
62.006999999999934,65.15
25.520000000000003,24.25
25.62899999999995,10.6
14.9515,13.0
53.87050000000003,60.35
61.15499999999993,77.15
53.046000000000035,49.1
63.80349999999992,64.9
75.81400000000012,80.3
65.99499999999992,85.45
16.022000000000027,13.7
71.4,80.25
55.25250000000005,66.8
58.932999999999964,73.9
69.86850000000008,74.6
68.3585,69.5
65.59049999999992,68.7
61.510499999999894,65.2
32.19650000000005,25.65
25.77699999999998,23.95
66.2049999999999,70.7
26.196000000000016,26.55
40.32899999999993,41.2
12.51600000000002,9.95
24.86500000000001,19.5
43.97199999999999,38.0
54.978499999999904,56.2
83.0234999999999,93.7
87.99250000000004,95.3
42.14349999999993,42.2
17.315500000000018,17.9
24.15,15.45
41.125999999999976,14.25
20.554499999999976,15.1
35.425999999999945,36.95
31.14199999999999,19.95
50.63599999999993,38.2
52.552,56.0
45.0965,46.75
44.04499999999997,46.85
20.580500000000026,17.95
16.465500000000016,8.4
15.905999999999988,11.85
9.840000000000012,9.95
14.576999999999973,15.3
13.537000000000008,9.9
12.297,11.0
11.402999999999983,11.3
9.900999999999984,10.8
16.154499999999988,12.85
10.118499999999989,12.8
8.934999999999988,10.9
9.090000000000009,10.6
14.180000000000028,8.9
13.310000000000018,14.2
14.11599999999999,7.8
9.171000000000012,8.95
17.944999999999975,10.85
16.760500000000008,10.4
25.785,10.25
16.243999999999982,9.35
12.344499999999988,10.8
19.493500000000036,9.95
9.969,8.5
8.574500000000015,4.1
7.661999999999997,3.05
4.542499999999992,4.4
4.445,3.75
6.57349999999999,6.65
5.467500000000005,3.85
3.674000000000003,3.6
6.742499999999996,7.0
6.608500000000001,5.95
8.260500000000006,6.6
3.5054999999999943,3.2
5.544500000000004,4.8
4.287999999999996,3.9
4.284999999999993,4.15
5.434999999999992,4.9
4.866000000000005,3.6
5.891499999999992,6.4
4.625000000000006,4.55
4.083000000000006,3.8
5.7055,6.0
8.18949999999999,8.4
6.317500000000003,6.2
6.9105000000000025,7.0
7.331000000000008,7.2
9.5495,10.0
5.1320000000000014,4.5
6.790500000000009,6.85
5.9230000000000045,5.4
8.989499999999984,8.8
6.443000000000005,5.35
8.427500000000009,5.95
7.0714999999999915,5.65
9.1565,5.75
9.7825,6.6
4.355000000000007,3.8
5.880000000000003,5.55
6.880000000000001,7.0
6.919499999999994,6.05
6.889999999999995,7.05
5.136000000000006,4.85
5.8020000000000005,5.5
6.3655,3.45
27.34850000000001,4.35
11.723999999999988,7.3
4.845500000000006,3.6
3.7785000000000064,3.55
5.446499999999998,4.45
6.391000000000003,6.7
8.069000000000003,8.5
7.324000000000009,7.45
8.23200000000001,7.85
5.595999999999992,4.9
5.4319999999999915,5.4
5.569000000000001,5.5
7.4399999999999915,6.3
18.387499999999985,7.85
7.203499999999994,7.3
5.899999999999999,5.5
4.999999999999994,4.7
6.060000000000001,6.0
5.980999999999997,5.7
8.47199999999999,8.4
6.4694999999999885,6.4
6.738000000000004,6.95
6.354000000000006,6.1
6.334499999999994,6.65
6.496500000000003,6.7
7.6195,7.75
5.698000000000008,5.35
15.964999999999991,28.75
14.843,15.75
15.695499999999988,16.35
16.538999999999973,17.1
24.51199999999995,24.1
12.930000000000007,12.4
18.37899999999998,18.55
57.864000000000026,11.6
12.959499999999982,7.3
12.244999999999983,14.8
16.048500000000004,14.35
16.91999999999999,12.7
15.380499999999998,15.5
19.653000000000024,12.7
12.524000000000004,11.65
6.8764999999999965,5.55
15.175500000000017,11.4
8.77449999999999,8.05
14.846499999999983,17.8
20.4195,23.5
9.9655,9.75
11.344000000000005,11.6
11.494999999999996,9.85
13.272499999999996,16.2
8.65450000000001,8.7
12.708,13.25
9.824999999999989,9.15
8.224500000000013,8.35
6.566999999999991,6.65
8.838500000000009,7.85
7.037499999999999,7.25
7.0904999999999925,7.3
7.4615,8.25
5.025499999999994,4.45
6.202999999999991,6.15
5.406000000000006,4.6
8.581500000000009,6.2
6.394999999999991,6.4
5.666000000000008,5.6
6.637500000000005,6.45
8.369500000000013,7.95
6.736500000000002,6.95
5.654499999999998,5.2
8.08749999999999,8.3
6.576499999999999,8.3
6.4925000000000095,6.1
6.484499999999998,5.5
7.282500000000002,7.0
