massa_predict,massa_real
539.8976384497963,518.43
471.36143240384536,450.67
608.2106131114676,599.22
492.5265662021765,469.72
549.2145394151145,509.27
585.8325572699413,570.25
515.1930560090111,501.31
493.6895023012833,478.73
589.2832662467506,573.59
533.4826915128293,516.2
529.9888190005099,513.04
539.6571993392254,510.49
555.6037320271938,532.42
493.07667133925776,472.26
555.8929982600199,540.84
625.3346211618132,618.94
576.9996273113456,584.59
551.3234522979441,558.29
471.47695146323935,472.41
520.3514289965815,481.26
589.5478010130197,609.71
527.648913770229,524.69
577.7856805152227,577.51
446.3326024313354,430.79
515.8049863831538,512.79
490.84301821903153,476.0
554.6749782087082,537.42
565.2983988283748,564.96
494.53535483818536,475.92
513.0541577130894,497.49
528.9776145708531,509.27
548.2799015586031,528.39
537.7223090674252,510.11
498.8173425303029,477.97
492.83961759378764,474.09
507.5752396025605,492.76
600.4443950847301,618.33
628.8286904746393,637.97
576.6725073025215,562.35
532.7725645368066,510.51
566.5668412542237,561.7
534.4292154763042,517.16
551.1834884067225,574.43
562.4177501685825,542.54
511.052585597884,492.64
602.7514780351994,605.85
535.6016355693807,520.99
651.4745065216478,646.97
510.033065822012,510.19
540.2827004910221,521.0
525.7792065738569,509.21
455.25889307941236,456.25
544.6512782984777,544.38
499.61602945115516,483.71
499.53358647593313,492.95
484.8811409710844,496.02
535.7583339913265,528.37
522.9998625808012,515.1
547.2148992883205,531.99
515.5481726919938,506.1
480.49535442641405,454.14
456.6074881809794,436.64
539.7384860545352,540.67
483.74922390210645,467.75
489.1242029683235,486.49
460.6328293348626,437.62
533.2435546897916,532.61
515.7679573592109,508.44
458.87484885543967,470.0
526.9115250772583,532.4
594.7896388897848,575.92
545.6718823922762,543.21
527.8469821562421,520.4
592.0413389970878,601.58
542.1454993883214,542.92
554.4451841179548,551.96
587.0361197106483,594.77
563.8925804949134,532.85
565.1117502882282,563.78
555.2845849050449,546.31
533.8516756086689,526.0
522.3282890756007,505.07
553.1420104770407,555.71
558.8237832917418,579.17
519.4200273181142,513.35
537.9795401810918,544.5
556.3734993124676,564.6
606.5518584293884,628.93
453.7376881206219,446.82
578.5724499438763,603.96
532.6404844144622,537.72
594.4112589677306,594.49
533.8795410815133,542.66
593.2267926600816,606.61
581.345014025931,586.92
534.9300517396182,530.33
527.5517675700884,527.32
541.096633724265,545.26
607.8244343126889,636.44
546.3188308377726,554.09
567.3149525205297,569.06
497.1954699090198,496.01
560.3223195763513,565.9
566.9184123138418,581.58
547.6615917087734,554.27
542.2792761290609,543.87
567.7792430043781,578.63
541.6716288712039,528.97
586.4349238176267,570.64
626.478685787429,526.01
549.4843788922071,554.28
533.8849464314028,546.94
605.2510860245927,621.1
634.4695150151957,650.5
557.0603448163591,609.59
589.788852996536,603.84
494.14041965769525,518.86
579.7245140176051,613.82
548.7280430913911,571.25
563.2749323401756,591.11
578.7669455024165,586.81
577.8789681772496,592.1
551.6222273151874,589.04
596.2461145183008,603.94
514.2953180417144,520.64
586.1821363256107,597.98
528.4261120595247,521.84
631.3491115109015,649.13
530.1227727448504,531.89
501.0825116116237,493.67
613.854443138018,627.05
533.8835917510755,534.24
574.0695311391372,595.7
552.9333451892027,538.63
570.1964120252352,577.36
473.9406866165039,482.39
564.4209223405471,581.25
547.4633788436423,547.27
602.4509887248793,635.66
508.19798099487485,509.9
565.5208507450508,581.21
632.4845220574455,644.44
551.8808672306363,567.7
628.0972123680724,652.97
502.1739310950966,509.03
540.784624580776,558.77
702.0204842592933,757.35
597.5080694981345,632.88
536.6863174581913,525.09
561.0685628702406,542.79
500.71344981083257,507.59
554.7879572097087,562.79
659.4703201273383,703.7
566.9177007876549,571.8
579.4484701569168,563.01
558.722620131073,568.21
648.8457100962089,680.23
558.9092963592491,598.77
519.8423071408201,524.86
544.0855491485821,561.72
523.3851159579136,559.01
549.1329563024213,573.08
623.2342560599553,667.87
549.0724698375192,560.35
574.6488117464808,589.99
538.6302453464202,561.63
514.4349741096161,540.77
530.1732089935261,538.17
522.4255736671457,528.94
559.4218687910814,569.23
658.234560858825,688.6
603.9405188168282,631.44
546.3565297871808,558.84
613.1821212606477,620.61
604.0376018537887,658.51
571.7367234376397,632.84
549.7951578353872,540.35
517.130930098588,517.22
575.2927178053044,596.39
608.3463087778267,641.32
703.2623240664337,751.67
569.0603011325447,600.25
540.6852250181504,544.21
578.5430605542405,588.62
596.6243738489998,622.77
622.0313012087637,661.61
511.01665917221015,511.03
546.3785760771781,559.05
553.9995790986749,598.0
548.6312020494936,559.62
536.2990546573077,538.88
609.2560208327462,640.29
627.5128026650683,667.81
559.947929688589,563.1
651.2296912609428,590.8
580.5950617691093,611.97
546.8375395253951,558.75
668.2668365807601,723.2
584.6025715998225,602.43
540.7230505127372,551.52
571.2108690765325,572.53
528.7089951292902,556.01
594.7179919972923,621.73
539.1454488595002,538.39
561.236979254221,584.93
591.2130841404063,597.06
558.9503609685753,580.89
563.906092684757,574.68
586.1111655279046,614.67
556.8899515011269,568.39
580.9113503797031,592.71
554.8629667112762,556.63
494.9960792727852,521.85
607.5860265173224,623.89
606.5999201543623,624.17
574.3686055048827,578.97
554.0378640935999,582.87
603.9533358731421,624.736
585.2708191766703,593.2
594.611534010313,570.71
524.5857324335011,562.71
564.9380650661062,568.35
635.8839871689837,662.05
679.446840511868,717.38
621.7253079311906,633.8
531.1992023670122,543.37
562.5646586304948,578.62
580.7401266040006,602.67
624.4341284277614,538.53
540.6458003340731,533.82
513.8235108782636,547.04
534.3728696946791,552.18
556.4190406824575,571.87
575.8298010752684,598.06
570.4698946749265,596.99
592.8102940381681,618.31
521.4149063838681,529.64
538.121853848206,557.31
549.2217693379723,559.25
571.3868369864887,590.59
546.8069751034667,568.57
565.3908542457352,572.63
532.5716895559425,541.34
627.2360356553368,647.19
557.0949308151819,577.16
539.2736387190935,557.33
528.6516327082744,518.66
564.3313682295562,563.45
609.8429422626897,629.06
566.9373020050043,574.87
620.8157247690104,644.09
544.6705136246512,547.08
548.0143955494652,554.2
601.7087359291363,606.54
550.4418010202829,545.97
536.9108155952408,542.49
557.987797612368,554.58
567.0255958070009,585.96
599.9669975128497,649.74
629.1539709026213,635.63
596.6548442370794,614.66
562.2969771978901,572.1
550.872601723837,571.25
598.4289439352017,597.11
588.4989367814438,619.23
560.970826541387,579.52
545.8471256013278,573.19
566.0001339050688,570.23
552.2755157293128,574.46
568.2435677858089,583.78
586.3089123469878,604.35
569.0576289647107,607.22
625.3504811446318,645.49
602.2699639896217,615.03
589.9738783652017,600.84
595.698833087483,620.83
519.0916045579,493.74
486.46535919591753,477.58
524.6273899897251,524.14
540.4326549113839,552.24
540.0562877028583,515.91
539.1642237878998,535.01
477.3240673499566,463.72
569.1239593887392,561.06
501.5450626567052,489.37
531.1630359160064,539.21
578.927915711155,560.53
524.3138670667979,489.13
518.4231351565807,530.35
563.003560417584,546.24
528.5974444771182,510.12
574.4744686133866,569.34
509.6596522739391,474.71
553.8007822754591,547.47
523.5500287854452,496.5
516.4046718763847,510.85
544.1267917348525,551.53
529.9416103598948,523.97
525.6899984134984,505.53
500.8183977244315,492.63
510.5833743936752,499.78
533.519550980864,542.76
560.3953863051805,554.65
584.505885904638,587.39
512.9997940261737,510.51
561.7846267120585,518.39
505.2217709560144,517.68
523.7323982288367,537.58
524.4784012523706,535.51
483.26041752783823,448.77
513.585765367304,484.26
469.2387394116372,468.94
461.2756282229997,470.55
503.67917621753344,513.32
460.1359847127035,455.63
488.23363672514563,468.55
557.4063255991214,552.71
467.57065971740343,460.22
460.76323061328253,453.55
457.6307805240507,447.05
507.7334315790704,511.82
463.18846850604393,469.76
496.57410758739235,484.31
445.67257817938383,424.4
459.8959085044329,436.95
518.169360416119,528.35
503.4242864518216,492.23
515.1507864227102,511.26
518.5880779647323,507.03
516.4915944410917,519.89
489.44550633754335,485.37
475.0816241628869,468.51
482.4599268468777,460.33
472.4998007529027,462.84
487.4902162095639,491.47
483.1256349536557,482.49
424.31778835584447,445.26
417.3284097739983,445.26
441.90485095702377,484.99
448.5677114843202,484.99
426.24711971601823,475.05
430.0015369015102,475.05
482.4593337186756,537.34
488.8581546907875,537.34
344.3134584995957,380.95
351.8917771272458,380.95
421.69022949886187,481.98
416.0745830755113,481.98
428.2962424158189,463.79
428.8407327443842,463.79
355.3983779445691,421.99
369.97615252987913,421.99
503.39404307849935,545.4
490.24966191038175,545.4
356.938459258974,419.57
370.4378443103402,419.57
364.8690560975125,379.23
351.7267357578977,379.23
423.08369185215116,479.84
440.04367478671236,479.84
338.2261106301766,374.44
340.3243714366045,374.44
412.20806665356963,453.08
408.735639787547,453.08
376.03693310888923,416.83
350.5375185370061,416.83
375.6074070737216,413.03
384.42434770930106,413.03
468.58414412923315,546.78
457.76990853983773,546.78
368.58290984393807,421.14
370.10841555636705,421.14
366.1134011415795,421.09
377.52599387038737,421.09
333.97031593416114,355.27
330.44773283154046,355.27
373.56504552054884,410.27
371.9827170797772,410.27
459.8457420204763,502.63
458.2041468926832,502.63
396.592916211362,477.63
420.793382417668,477.63
427.6693893345876,520.59
433.962607900442,520.59
337.8936925792492,405.76
366.8543956483545,405.76
331.8168648883479,354.87
351.5826019409307,354.87
462.1156308228713,518.44
459.6516470267495,518.44
404.2548731729249,488.05
430.63126911843483,488.05
382.7296714910357,429.18
389.3966612013061,429.18
434.0319013106299,489.69
433.8197142381617,489.69
475.329675494658,458.2
461.93016980199167,458.2
546.6393367144492,532.3
541.6572966247268,532.3
404.5082834790225,399.8
381.41485012514636,399.8
452.5541784590548,392.3
449.42910281903414,392.3
459.3797674163881,431.0
453.5963996464026,431.0
404.7478221751425,395.6
406.3213760319245,395.6
516.363752178564,504.4
505.32540293317277,504.4
355.004471571708,378.6
353.2254080758416,378.6
371.6570267478013,386.7
363.7532783609472,386.7
439.37133604068316,493.7
445.7690721906794,493.7
335.631552240652,359.8
339.3913068636843,359.8
367.56765102226893,383.0
383.18856832335746,383.0
458.6837429543509,507.9
471.4824872660541,507.9
374.46939163275385,409.5
399.71603892896326,409.5
331.84363364219985,349.4
319.3842658771444,349.4
582.2213309838041,564.8
596.8296990607715,564.8
441.1202792583715,409.1
446.42195554025767,409.1
512.3539481249795,478.8
504.3165948797417,478.8
392.8875430751958,351.5
388.1460066164808,351.5
405.00390053104013,378.6
392.8927511073811,378.6
438.01945277417417,425.1
444.5940185159446,425.1
391.60400911059577,381.6
400.5505975796726,381.6
505.03155391790216,492.2
510.80300977322645,492.2
462.7378357587577,435.2
469.47365271654616,435.2
387.5658930202743,377.5
401.53404601415326,377.5
451.9875803234224,436.2
460.6054699888726,436.2
450.04855798376326,493.3
482.8717785645277,493.3
425.7677936587657,426.8
437.35205730227966,426.8
409.52903590865657,387.4
406.23218681882,387.4
461.09241626887183,466.2
471.29520897470337,466.2
575.6994018047585,587.8
584.6771162908817,587.8
432.4989112137017,407.3
423.6994971201603,407.3
536.0392839541822,507.3
544.331399200637,507.3
496.5739773047394,477.5
514.0524230120086,477.5
434.15998085399696,389.6
436.8019926857991,389.6
383.67649516344284,354.2
391.60588172486473,354.2
387.6741199709793,346.7
408.30371368183626,346.7
416.58549708610235,381.1
421.7926487312703,381.1
421.9373447543279,375.2
409.196922084236,375.2
409.9817973153957,392.7
421.836511711745,392.7
406.5215168416322,382.3
409.3989100218767,382.3
430.4480404820956,424.9
440.0103943377244,424.9
426.1513166859263,417.4
444.7725822601326,417.4
390.6300745646217,338.1
394.67577880803145,338.1
376.6799075133872,362.6
388.4226617071311,362.6
382.57363405099784,407.9
371.4520567411963,407.9
339.63795708410726,362.0
347.1471474004523,362.0
389.12727973221746,415.7
392.40719565556793,415.7
449.6458553675846,478.0
449.99482663469,478.0
326.5319524288476,341.2
336.99667880081495,341.2
301.35304016019336,326.4
323.6757600127565,326.4
310.2084079885028,329.6
326.1692564245405,329.6
320.544065375823,336.1
321.06343468113226,336.1
307.17427169225584,315.0
301.1015301302689,315.0
378.932845973629,392.1
379.4892915028412,392.1
311.80743511444865,339.0
321.41536589575117,339.0
400.95641881252436,399.8
384.85528182182435,399.8
281.70764085330546,280.1
289.0995221269447,280.1
326.40647520320186,333.9
327.82662263158426,333.9
330.89334288045825,331.0
329.63708586353323,331.0
425.14764718163804,445.26
417.3284097739983,445.26
440.2138682982199,484.99
449.36844813240737,484.99
426.808886167121,475.05
430.8803062478485,475.05
482.4593337186756,537.34
486.65047649279677,537.34
344.3134584995957,380.95
420.31350588628976,481.98
413.9069997919618,481.98
427.84663722804015,463.79
429.67881046710784,463.79
356.5601163654298,421.99
503.963626338171,545.4
371.16979485589286,419.57
352.4246852944993,379.23
439.18679664869364,479.84
336.1014124067142,374.44
341.3426399413763,374.44
411.25048758979017,453.08
409.5656750886912,453.08
375.41188733619583,416.83
349.39565985051803,416.83
375.6074070737216,413.03
385.49467569016093,413.03
457.0046318438072,546.78
367.85565154625726,421.14
370.10841555636705,421.14
366.1134011415795,421.09
375.3796461809657,421.09
335.915585186371,355.27
329.789646415235,355.27
370.8553593229879,410.27
460.5351481750934,502.63
457.50830930566065,502.63
396.592916211362,477.63
421.6168368469762,477.63
433.11675996787244,520.59
340.0193786757613,405.76
368.054073979994,405.76
331.39660794618624,354.87
404.2548731729249,488.05
430.318443298284,488.05
383.63126206141976,429.18
390.44609079857065,429.18
433.7385233911087,489.69
474.63851311496603,458.2
462.6747447096435,458.2
547.0899308023202,532.3
542.7003796782444,532.3
382.1667476060673,399.8
451.842752124678,392.3
459.3797674163881,431.0
404.7478221751425,395.6
514.6745248032299,504.4
503.7865771555085,504.4
356.16490545786667,378.6
353.2254080758416,378.6
370.7223982354786,386.7
441.5529548148289,493.7
447.4467588532364,493.7
334.7754318360598,359.8
457.0330157615709,507.9
398.70573490038925,409.5
331.84363364219985,349.4
318.34523962366296,349.4
582.2213309838041,564.8
595.8841014319032,564.8
441.60906395974257,409.1
387.64183621424417,351.5
407.16657658415016,378.6
391.61108385376406,378.6
443.72888669035143,425.1
392.13698020471253,381.6
400.5505975796726,381.6
503.7874666074812,492.2
510.2522969588821,492.2
462.7378357587577,435.2
470.1865227447998,435.2
386.3018089636145,377.5
402.9073486961431,377.5
458.4133555912111,436.2
451.5237578079431,493.3
480.6673981332345,493.3
427.16258072033037,426.8
437.35205730227966,426.8
408.19245465742307,387.4
408.3955398815516,387.4
460.9537949287615,466.2
469.75474641697366,466.2
576.5854207052273,587.8
583.8801737121266,587.8
423.14236272247865,407.3
536.3292768107502,507.3
542.5498546210559,507.3
498.2032594901395,477.5
514.0524230120086,477.5
383.0951393387634,354.2
389.8272441563433,346.7
406.9372388944208,346.7
415.7711688039465,381.1
421.7926487312703,381.1
420.5598054496277,375.2
409.99930393248934,375.2
409.9817973153957,392.7
406.5215168416322,382.3
429.99210257203794,424.9
426.1513166859263,417.4
443.9071265448633,417.4
388.47650811713964,338.1
394.67577880803145,338.1
376.6799075133872,362.6
388.4226617071311,362.6
381.4909772616384,407.9
371.93207326486817,407.9
339.8271986750111,362.0
388.6216475285067,415.7
392.93559951976914,415.7
449.8487780336711,478.0
452.18230088847145,478.0
326.94495168730685,341.2
301.9594528180413,326.4
324.73243982379995,326.4
310.2084079885028,329.6
325.5189305664826,329.6
321.88287897138474,336.1
305.6798401839547,315.0
377.6972583709916,392.1
381.32561423570814,392.1
319.2999283523689,339.0
384.85528182182435,399.8
281.68944459626516,280.1
289.45667514133373,280.1
327.72064938502535,333.9
327.98100096960945,333.9
330.47446170800936,331.0
328.1710760293428,331.0
519.7918876834276,493.74
523.6170888136435,524.14
539.2333597871924,552.24
541.5083044372093,515.91
541.4008466322048,535.01
571.3770955080495,561.06
529.6861990918942,539.21
578.5651653535358,560.53
526.0350179075892,489.13
563.8521052857521,546.24
527.884043723383,510.12
573.5946622258627,569.34
510.34586366794775,474.71
551.5573285715568,547.47
524.2821195428795,496.5
515.4092855617637,510.85
510.5833743936752,499.78
532.3115088677373,542.76
561.2362326839021,554.65
559.9454715237744,518.39
505.33552130925614,517.68
522.5119726599299,537.58
523.4683703210362,535.51
483.8735863369267,448.77
461.2756282229997,470.55
503.67917621753344,513.32
460.1359847127035,455.63
558.4780270999977,552.71
469.19616578829465,460.22
459.4631316273522,453.55
456.7420018341765,447.05
507.6060457788858,511.82
463.18846850604393,469.76
497.2265741189492,484.31
446.99010398074563,424.4
518.3571568346167,528.35
518.0794958512375,507.03
517.202850975055,519.89
483.1182162179207,460.33
473.41721382649513,462.84
482.47997350422935,482.49
425.14764718163804,445.26
417.3284097739983,445.26
441.0726127859663,484.99
449.1627785040912,484.99
430.56890464798136,475.05
486.65047649279677,537.34
415.66094612081235,481.98
430.5589362164232,463.79
503.39404307849935,545.4
489.30171712844736,545.4
370.4378443103402,419.57
364.60611654633624,379.23
423.08369185215116,479.84
338.2261106301766,374.44
341.14893842050964,374.44
410.4458362692463,453.08
407.4016774234762,453.08
351.5276856274325,416.83
470.1207298994525,546.78
456.1169889001292,546.78
371.31887051459466,421.14
364.96127082720136,421.09
377.22580506563463,421.09
333.97031593416114,355.27
329.789646415235,355.27
373.56504552054884,410.27
372.2674299784797,410.27
460.5351481750934,502.63
456.9008099578932,502.63
397.1104409214589,477.63
421.6168368469762,477.63
434.53588525352984,520.59
338.56650531416864,405.76
368.9960443708555,405.76
331.39660794618624,354.87
462.1156308228713,518.44
461.84444394869246,518.44
428.9132391855474,488.05
382.7296714910357,429.18
389.3966612013061,429.18
434.4997634046625,489.69
434.6668395485183,489.69
475.329675494658,458.2
462.6747447096435,458.2
546.2907168622984,532.3
541.6572966247268,532.3
405.3499503262558,399.8
382.6627496064061,399.8
452.0331823845442,392.3
458.7694801595449,431.0
451.40814639583016,431.0
405.27751336401604,395.6
406.7074455855737,395.6
516.363752178564,504.4
356.16490545786667,378.6
361.8747965528635,386.7
447.230099261869,493.7
333.6856015442442,359.8
340.22117961429745,359.8
368.5109598030458,383.0
382.2857563229922,383.0
374.76144439335883,409.5
397.92383800798484,409.5
332.8852368472724,349.4
581.6703781248298,564.8
596.8296990607715,564.8
441.60906395974257,409.1
444.9635960359517,409.1
513.3437824139016,478.8
394.17343769212766,351.5
406.32992196452585,378.6
436.31914837263764,425.1
444.5940185159446,425.1
390.32659581005686,381.6
400.5505975796726,381.6
504.3561174012741,492.2
462.7378357587577,435.2
470.76110162979796,435.2
387.5658930202743,377.5
401.53404601415326,377.5
453.4692017800112,436.2
459.30517139210906,436.2
450.92517363991686,493.3
482.8717785645277,493.3
427.9419144015742,426.8
436.7745847008084,426.8
409.96007835476127,387.4
461.09241626887183,466.2
471.95311198814835,466.2
576.5854207052273,587.8
434.67674202914765,407.3
422.3161412024379,407.3
544.331399200637,507.3
498.2032594901395,477.5
434.73355267201936,389.6
436.5244566623594,389.6
383.67649516344284,354.2
389.7942231330324,354.2
388.942748831822,346.7
417.93977958439916,381.1
420.4432411783142,381.1
421.3828354330749,375.2
409.196922084236,375.2
421.836511711745,392.7
406.5215168416322,382.3
409.8306924141952,382.3
429.675621417591,424.9
424.75986766235735,417.4
389.24123773443137,338.1
394.67577880803145,338.1
376.6799075133872,362.6
388.4226617071311,362.6
382.57363405099784,407.9
337.70161844635516,362.0
347.3585537011918,362.0
389.12727973221746,415.7
392.40719565556793,415.7
449.6458553675846,478.0
325.88096869092783,341.2
337.4252906085634,341.2
301.9594528180413,326.4
311.2042260099896,329.6
326.5817145690669,329.6
319.0825325492221,336.1
305.6798401839547,315.0
301.1015301302689,315.0
378.44240040660287,392.1
381.6379043558902,392.1
311.80743511444865,339.0
321.28031016246223,339.0
383.9570684269105,399.8
327.82662263158426,333.9
331.7715383470944,331.0
519.5959328293901,493.74
525.335932072041,524.14
538.1965654232106,552.24
541.5083044372093,515.91
539.1642237878998,535.01
570.506404661606,561.06
499.3303955121965,489.37
530.7075287900068,539.21
578.5651653535358,560.53
525.8035621959921,489.13
517.4240876316676,530.35
563.4477594745223,546.24
529.0976807256626,510.12
572.2196262174141,569.34
508.67650048220156,474.71
553.3687040022119,547.47
517.1009463095265,510.85
542.3459225352632,551.53
