sst_predict,sst_real
10.111171581201882,5.2
10.073078548334642,5.8
10.07361687051126,5.0
10.232528346080803,6.0
9.976459800985518,5.8
10.102213436618536,5.2
10.180296304668104,5.6
10.264996505347446,5.8
10.151041944921383,5.8
10.080274829805733,5.8
9.98111264157573,5.9
10.219132276715172,6.0
10.196508205573194,5.6
10.088170799148983,5.4
10.238974687777462,5.8
10.192864249636672,6.2
10.229885634594307,5.8
9.9330531771909,6.0
10.220215398779617,6.0
10.15954047513066,6.0
9.941927293171966,5.4
10.263432491361954,5.6
9.979072349560935,6.0
10.068272792442313,6.0
10.074399802143573,5.4
10.178607557956305,5.4
10.206494391986952,5.6
10.22697003509428,6.0
10.19987201572136,5.8
9.96268496692096,5.6
10.120455208060713,5.0
9.997842666337325,6.8
9.934017668285634,5.0
9.223332644947146,5.2
9.646116260219916,5.0
10.164490818738171,5.2
9.708359846462164,5.4
9.107532817663381,5.0
9.435178520127826,5.2
9.854950028307721,5.0
10.043069338424162,5.4
10.064151498051704,5.2
10.136529058184932,5.4
9.39984051564021,5.4
9.95271202469744,6.0
10.093408937279193,5.4
10.002432767268694,5.8
9.794788137935118,5.8
9.245508061699377,5.4
9.963221596827175,5.6
9.105724289862495,5.2
10.095560179463746,6.0
9.931163281776367,5.8
9.881332883455327,6.0
9.785473211441161,5.4
9.815331542692684,6.2
9.777718521110273,6.0
9.6759473759011,6.0
9.974362674271426,5.4
9.586056282695813,5.6
10.02828244367665,5.4
10.111982182932364,5.6
10.09905966204962,5.6
9.50724915627378,5.2
8.98957336476895,5.8
9.786847527887415,5.8
9.871934449357262,5.4
9.632205521391892,5.4
9.912626757698598,5.8
9.795129676518973,6.0
9.688401660666816,5.4
9.949427059244266,5.4
10.077876795882007,5.2
9.78398419653728,5.4
10.075973639778812,5.0
9.426308536929234,5.4
9.821385562668343,5.0
9.82909770220882,5.6
9.849640585813864,5.2
9.220014825048388,5.0
9.48786090801356,5.6
10.295686603797146,5.4
10.233720936938457,5.0
9.835728787980305,5.2
9.829300254181328,5.2
9.647760171002282,5.4
9.494579544267584,5.0
8.700496075264343,5.2
9.43665029575917,5.0
9.927201840600711,5.0
9.337755153763617,5.9
8.338649610632457,5.9
9.865912764994198,6.0
9.320234352190079,6.0
9.472244133275677,6.0
9.522419183947614,5.8
9.204747601879047,6.0
9.189858967647185,6.0
9.599240436532105,5.8
9.56176296812069,5.8
9.029440029965047,5.8
9.692339678950912,6.0
10.051193745519903,6.2
9.988075756176064,5.8
9.722986368746724,5.8
9.947019092783751,5.9
9.03681404613486,5.8
9.22575277702347,5.9
8.679016901766904,5.8
9.495850440661236,5.6
9.177783604970614,5.8
9.001282261593436,5.7
9.010134066308943,5.4
8.870884935517584,5.5
8.722091466458963,5.7
10.026558426817106,5.7
9.89398160104927,5.8
9.653858668117943,5.8
10.049891777196626,5.8
9.62828767155574,5.8
9.380878664735585,6.1
9.73680082442638,5.5
9.124491299270082,6.4
9.355236246087404,5.5
9.880431202881262,5.7
9.773359499310736,5.4
10.080454373101674,5.9
9.403185867349864,5.7
8.481805289513071,6.1
8.536260795833467,6.0
8.556596761203593,5.7
8.623474457018222,5.8
9.033535174527236,5.7
8.749729096880223,5.6
9.42014647662922,5.8
9.357703206178288,5.6
9.216018262201043,5.8
9.020631434354792,5.7
9.173263134072895,5.7
9.25041110040249,5.7
8.900561977280923,5.7
9.482859607715072,5.7
9.26284343219205,5.5
8.936965530176417,5.5
9.178512621190794,5.5
9.351893161862714,5.5
9.412502857113903,6.0
9.002558575133873,5.6
9.245079913472043,5.4
8.829211793982399,5.6
10.033283625878363,5.0
10.119889712793901,5.3
10.097716957754368,5.0
10.042945704495457,5.6
9.873072901987648,5.6
9.947378407327252,5.8
9.898573500246078,5.0
9.34870603608558,5.2
9.40189760844876,5.4
9.427401665286231,5.4
9.792030293538096,5.8
10.187583822290712,5.4
9.687559820865973,5.6
9.410255253930506,5.4
9.34740994388184,5.4
9.594805222633088,5.4
8.951931907284152,5.6
9.777884520818851,5.6
9.462324739952633,6.0
9.4914493303045,6.0
7.996886522155719,6.0
9.146851251093832,6.0
9.5032195578493,6.0
10.206087871672473,6.0
9.837853264527594,5.8
9.470118831682138,6.0
10.337309688074786,6.0
9.972958755448374,6.0
9.111955874099896,6.2
8.483711184319514,5.8
9.649451933708491,6.0
9.213441680475137,5.8
8.449449470379834,6.2
8.895014640493796,6.2
8.910520305898814,6.0
9.50237253681984,6.0
9.257952652928749,5.6
9.443570751729624,6.0
9.309776982724758,6.0
9.709372720620022,6.0
9.974131327978453,5.8
9.361757934522274,6.2
9.375165372594404,6.0
9.270941193309653,6.2
9.853583238334313,6.0
10.034571737345187,6.0
10.29086935098309,6.0
9.232339735266695,6.2
9.233984832654368,6.4
9.6865937140469,6.2
9.44778728040059,6.0
9.113853537078867,6.2
9.767290902879939,6.4
10.21241606803971,6.0
9.63528248440776,6.0
10.237884551651687,6.0
9.343156568196482,5.8
9.300516864112316,6.2
9.349308514532023,6.0
8.915832331256878,6.2
9.035913859354212,6.2
9.964215310392513,6.0
9.483080418740117,5.8
10.294231151732204,5.6
9.65957207150518,5.6
9.800700552327369,5.6
8.662147122224006,5.4
9.25934773329667,5.0
9.89700213344382,5.6
9.900813716309036,5.4
9.815664134780077,5.6
9.357606050954354,5.6
10.140569314141626,5.4
10.169316723795848,5.6
9.774837026409196,6.0
9.74101766608136,5.8
9.49748381668649,5.4
9.75273124548074,6.4
9.626033615370883,5.6
9.92416587379532,5.4
9.720534306434292,5.2
9.996265657934963,5.4
9.683100042134576,5.2
8.873840149411864,5.8
9.593307924899694,7.0
9.066110481043061,6.2
8.889543126747427,6.0
9.969427665857527,6.4
9.116886104895924,6.0
9.579193590976274,6.0
9.837209541979078,6.8
10.248532903750911,6.4
9.776369581298033,6.0
9.68498964589235,7.2
9.233008609515672,6.8
9.360942784237087,6.2
9.652948114986245,7.0
9.499501512569081,6.0
9.51461614609478,6.0
8.67492865731362,5.4
9.221122139593604,5.6
9.976118980521576,5.6
9.45257215510779,5.8
9.616169977008264,6.2
9.09568592668774,7.0
9.99966496752333,5.6
10.002841133378157,5.4
9.516900802717169,5.2
9.371917136586843,6.0
9.4346982464243,7.2
9.332352158496423,5.8
9.389419374155944,6.0
10.14373660695616,5.6
9.847800902818284,6.4
9.434405112073334,6.4
9.667145864278405,6.8
9.361215594623179,6.0
9.290407595388132,6.4
10.036844706307138,7.0
9.364350641842057,6.4
9.008405747285575,6.6
9.117032316929746,7.0
9.40716279007726,6.8
7.717614309019465,6.2
9.250403824377598,6.0
9.879716884046022,7.0
10.227841683700838,6.0
9.283243076979227,6.0
9.769190494156069,6.2
8.92531028250883,6.8
8.827266849372373,5.6
9.481090791843776,5.8
9.551204301378899,6.4
9.612954097120816,6.6
9.914259924862668,6.4
9.823820172075198,6.2
8.670947102353484,7.4
9.402904626931916,6.6
9.52485328005047,6.4
9.538636880890495,6.6
8.937138513729739,6.8
9.29886919205817,7.4
9.148712403994793,6.0
9.54525383305956,6.4
9.42895705919753,7.0
9.635854346947152,6.8
9.544925386304577,7.4
10.237515921652383,6.2
10.03416960828024,6.6
9.181196593415686,6.2
9.427687067753412,6.4
8.688469659552865,6.0
9.89703366118567,6.2
9.716182986679119,6.2
9.476278102506685,7.0
9.969909190558408,7.2
9.223756207136539,6.2
10.104656444961918,7.0
9.452856465405787,8.0
9.652344722520231,6.4
9.86132162631129,6.0
9.900625629175039,7.0
9.220650789821645,7.0
9.589221128092973,6.4
9.538059004661296,6.4
9.490903784204136,6.6
9.675477555866363,6.2
8.970107375892994,6.6
9.283055304308917,6.4
9.624053492314056,6.0
9.454172556789654,6.0
9.963391851895533,6.6
9.42781302969909,6.6
9.566524604620673,6.0
9.68274673672619,6.4
9.427860614690598,6.2
8.959754820736137,6.2
9.400980612960053,6.0
10.029334613077994,6.2
9.508603219018779,6.0
9.57679973185126,6.3
10.265504449956989,6.2
9.991043446441626,5.9
10.136903595166194,6.6
9.451024438449117,6.3
9.651795912278931,6.7
9.651300039514275,7.5
9.935361118492668,6.9
9.512196539630096,6.1
8.532803255459246,6.7
9.550024059297202,6.3
9.387065387551807,6.6
9.710019665729927,7.2
9.832186813260936,6.1
9.2570427312708,6.8
9.131792193346351,6.9
9.986577383029195,6.8
9.684735605878297,6.2
9.854691521951867,6.8
10.126895394879641,6.8
9.121290367692994,6.5
9.175883747571836,6.6
9.962212098615332,6.4
9.660385330258322,6.5
9.365351930689396,6.2
9.946571364606523,6.7
9.8632312608178,6.9
9.62499091624838,6.4
9.73499623940894,6.6
9.400738544928712,6.2
10.083315704157599,6.8
9.877767021828843,6.3
9.88299556344184,6.5
9.755829626946818,6.3
9.43370678182876,6.7
8.792967247475133,6.5
9.658925680209649,6.5
9.904065168037294,6.0
9.862731562228566,6.3
9.536157584867562,6.5
10.145031304306368,6.8
9.101956513191123,6.6
9.84649090166096,14.2
9.879692843145056,7.1
9.293336502781461,6.5
9.568105909138172,6.8
9.03328089273094,6.9
8.928265003147967,7.0
10.133053109118157,6.3
9.68208559245615,6.4
9.932827858644453,5.8
9.590324982520084,6.2
9.4285450087875,9.1
8.851061321618344,6.1
9.550604841557284,6.7
9.112769205168929,6.6
9.759725917606934,6.6
9.917803470686527,6.8
9.940481029316286,12.4
9.43356374929876,6.6
10.179286846369145,12.4
9.125046782781824,13.5
9.92909239441615,12.1
9.678507642412363,13.0
10.467070258624998,11.3
9.433301031272233,11.1
8.814829507844317,12.6
10.161407829106938,11.8
10.253086795708949,11.7
9.620599110801011,13.7
10.016104210963173,13.1
10.425274502951073,13.5
9.13206467427273,11.9
9.920457067921527,13.0
10.367911529360859,14.4
9.884489518602756,14.2
10.07229563786242,13.2
10.168695311330175,10.0
10.074288105933089,12.9
9.384539479498523,13.0
9.94299048879922,12.3
9.967211735240891,12.3
9.659340377205694,12.7
10.160212099874675,12.5
9.900405347331363,14.2
10.12607472208661,13.7
9.5367361081879,12.6
10.082336737925903,14.6
9.259520656535626,12.4
10.084637882397097,13.0
10.315111695458342,14.5
10.228015054299572,14.4
9.971610075917859,16.7
10.352027546623095,13.4
10.27771700962836,17.4
10.47777971726968,14.3
10.186277032829192,13.3
10.174141517923037,16.8
10.457285679367171,14.6
10.443007477016273,14.7
10.332777211624016,14.5
10.39793222870595,13.9
9.993850772538194,16.1
10.196975305162084,13.7
9.920071264119109,14.8
10.454018480774547,15.4
10.079768334354624,17.3
10.304844308156566,14.3
10.408555500833241,15.9
10.451704397128319,14.4
10.464019204688434,14.2
10.357268994166557,15.1
10.405136913324911,16.9
9.977858653583286,12.8
10.404282871788244,16.5
10.244528451530657,12.9
9.873388182617038,15.9
10.191089943891383,15.8
10.33219959889788,14.9
10.127634205214727,14.4
9.732543525369797,10.5
9.255761659586756,11.3
9.387234046176234,14.0
9.567504055528843,13.4
9.979365096219816,13.3
9.85161798800571,12.6
10.281565484604895,9.9
10.066282798933432,9.0
10.276526213239226,11.6
7.5461935781451315,11.3
9.64672334752311,13.1
8.648938031615922,13.1
9.754192933950632,11.0
9.743090715080537,10.4
9.922763229066211,9.8
9.399828157460684,10.1
9.807144874076826,10.4
10.171297882229217,10.3
7.55085756840612,15.8
10.31912861305422,16.1
10.145227707420458,9.9
10.151460813644839,10.0
8.818602537048559,10.3
9.880959676484384,10.6
9.984183573225792,8.7
10.096312524785011,8.1
9.950426137218004,8.9
10.003657678328867,8.9
9.333826982199074,12.4
9.976152691875708,10.9
9.092767241226463,12.5
10.023325515735946,14.5
8.848164102771296,14.6
9.066840318298508,15.0
9.918666197906502,10.8
8.610589106905772,9.9
10.270035483781676,12.3
8.116576636675104,14.2
9.76780222244586,12.9
10.104232968946055,11.8
10.021177308012485,9.8
10.176378498470354,9.2
9.23705479283241,9.0
9.68685975165014,10.3
7.783071904698168,12.1
10.19307287479237,13.2
8.975706401653554,13.5
9.845913356295174,13.8
10.114649646276268,13.6
9.313175733244853,15.4
10.308641361403486,10.3
10.378459013056062,11.5
10.053817736216908,11.4
9.88922804688599,12.3
9.99080874634427,10.0
8.920150450359202,9.4
9.58888184007908,11.5
9.98057868592325,12.3
8.815883116441443,12.5
9.548049414371762,14.1
9.907858300941776,17.3
10.399032975439166,17.4
10.021888946875317,15.3
10.1438587409958,15.9
8.952656518997292,16.1
10.19832209682672,16.8
10.308387361106377,14.1
8.221500820761538,14.5
8.538558230326213,13.7
10.462580227779076,13.8
8.838593938565765,15.9
10.325365931835588,17.3
9.425780701112338,15.3
10.264338407376382,15.0
8.896568999745678,14.3
10.196512564671645,13.9
8.776445401668347,18.9
10.188077013394183,19.7
8.735846148890099,17.3
10.302454151245612,15.4
8.378568619234462,15.6
10.306191544773503,16.0
8.374221120793864,12.8
10.054787527280409,12.6
10.363936397034985,15.2
10.183979296570124,16.2
10.183013390485323,11.7
10.276156238703297,11.6
9.826259811687533,13.9
10.093069768032596,13.6
10.444597282551713,15.9
10.349708280165967,16.0
10.297058077160424,14.1
9.390281588476338,14.4
9.807392146828716,17.3
9.661960652010107,17.0
10.162096169700806,12.7
10.310619642062662,12.0
10.19449781488263,17.6
10.06883844939027,15.8
8.006634297843696,15.6
10.448620222028897,15.1
8.200019308470482,18.2
10.384994307778724,18.9
10.453287590204962,17.0
10.112353785111992,18.0
8.78195375071979,16.5
10.134863144409596,16.6
10.122222709894915,12.8
8.863743900928025,12.8
10.491265585943319,17.0
10.643403445929344,17.8
9.889427858273454,18.6
10.654469970668517,16.5
9.496435814475053,17.2
10.289700357815596,15.2
10.418797321003856,16.1
9.356725553417627,16.3
10.443374925330824,16.8
9.957313868249898,14.9
8.758512243753431,15.1
10.374282133099221,13.7
10.115487785677844,12.3
9.98462768173789,12.6
7.969147757874762,18.4
9.861617417831713,17.5
9.643398254688387,17.1
10.119591600587416,15.3
10.210862851144704,13.8
9.554139758210438,14.6
9.607742456879944,14.1
10.025122402014617,14.0
10.412186941104332,10.8
10.52350497251743,10.5
10.493468353726518,16.4
10.159962135489977,17.4
8.5272004497258,17.7
9.967343564638087,17.7
9.571487516968407,15.9
10.21996082463852,16.8
9.695663717818347,13.6
9.609868297359066,14.2
9.217311940062887,10.3
10.266152390805743,13.2
8.346177887455056,16.9
10.268561055089807,16.0
10.280363760837368,14.7
9.85190687327491,14.7
10.379270910059711,18.7
10.332659919501426,19.7
10.53092585253667,14.5
10.569570517051954,12.6
10.366907943418749,16.8
8.807100492291768,16.4
9.457869264889007,16.5
10.466245415209343,15.1
9.188592709830044,12.1
10.417766273512877,13.6
9.243689515787604,13.2
10.403838158455176,12.0
10.327512683742043,9.9
9.976590624853776,11.8
10.1173580306918,14.1
10.30668256963338,12.5
10.269111062823633,14.5
9.450022437431821,13.1
10.511001279269117,14.3
10.599142252498707,14.2
9.797472552695536,15.4
10.4168236850313,14.1
10.384811113796411,14.4
10.244824153926354,13.3
9.527500086863313,13.4
10.436343828306434,12.6
10.37994236829132,11.3
10.493135693690174,15.3
10.428451428786394,14.6
10.554111895592557,13.0
9.933151705983065,16.4
10.343309083434251,14.0
9.97478199797808,10.5
8.950916768130057,11.3
9.387234046176234,14.0
9.760915604927382,13.4
9.988191411828783,13.3
10.025079526184694,12.6
10.235081424185758,9.9
10.066282798933432,9.0
10.276526213239226,11.6
9.268410235473242,13.1
8.8828647053627,13.1
9.69575464612388,11.0
9.870076590113584,10.4
10.029433209835496,9.8
9.747482751515566,10.4
10.31912861305422,16.1
10.240996035156657,10.0
9.880959676484384,10.6
10.12473514842883,8.7
10.182874812168324,8.1
10.116949530307856,8.9
9.939453716600884,8.9
9.119169616833915,12.4
9.968942403664908,10.9
8.466357060673051,12.5
10.021195272306077,14.5
9.343910823681616,15.0
9.634446969163095,10.8
8.610589106905772,9.9
10.270035483781676,12.3
8.095987230336446,14.2
9.717386058073817,12.9
10.022192745336485,11.8
10.08031903292072,9.2
9.23705479283241,9.0
9.68685975165014,10.3
8.367723393381086,12.1
10.27588428898943,13.2
9.936323987085057,13.8
10.170311134850053,13.6
9.362562590350803,15.4
10.308641361403486,10.3
9.99080874634427,10.0
8.216431401283772,9.4
9.644791625243275,11.5
9.803756385009255,12.3
8.853504532438542,12.5
10.01822039220258,17.3
10.454414516523288,17.4
10.18339433946792,15.3
10.121026401613406,15.9
10.283559781162886,16.8
10.222665783204157,14.1
8.048580811548174,13.7
9.170350511287086,15.9
9.75541480730474,15.3
10.286396554465446,15.0
8.182288664853964,14.3
10.235371900156613,13.9
8.008366016270045,18.9
8.267184229013287,17.3
10.378142131761138,15.4
8.378568619234462,15.6
10.306837282003672,15.2
10.230601239357934,11.6
9.78208146061501,13.9
10.187959893896263,13.6
10.576420793774314,15.9
10.277506334881268,16.0
10.43924154777404,14.1
10.385558784775183,12.0
10.185433611378548,17.6
10.039272381432509,15.8
10.429447954435213,15.1
7.904412625196563,18.2
10.534248442196393,18.9
10.486182637234103,17.0
10.077407316927154,18.0
8.818772432188428,16.5
10.28843567539038,16.6
10.122222709894915,12.8
9.106572326358524,12.8
10.516638553823414,17.8
10.05176493938716,18.6
10.543937972969246,16.5
9.389746086385136,17.2
10.405963965028489,15.2
10.347214176259325,16.1
9.356725553417627,16.3
10.551695214866962,16.8
10.123353616239473,14.9
9.153579675469429,15.1
10.4496324044145,13.7
9.863204320883172,12.6
7.258911486922482,18.4
9.887261230492154,17.5
9.263595952835537,17.1
10.176963981386884,15.3
9.607742456879944,14.1
10.397621421311213,10.8
10.451569892519142,10.5
10.493468353726518,16.4
10.231310694530457,17.4
9.285269606656412,17.7
9.967343564638087,17.7
9.806922998407892,15.9
9.95368502997775,13.6
8.900352159424392,10.3
7.789598875001742,16.9
10.257708565984043,16.0
10.280363760837368,14.7
9.96891347643576,14.7
10.526543618497806,18.7
10.182427262345925,19.7
10.627864721208386,14.5
10.411232712519416,12.6
10.305765951401252,16.8
9.585424276172882,16.5
10.466245415209343,15.1
9.188592709830044,12.1
10.506928490535623,13.6
8.99782678493001,13.2
10.327512683742043,9.9
9.976590624853776,11.8
9.981782024847462,14.1
10.332965980845929,12.5
10.269111062823633,14.5
10.420096098403171,14.3
9.797472552695536,15.4
10.363476143147654,14.1
10.209077217702145,13.3
10.436343828306434,12.6
10.37336417487666,11.3
10.593132764382814,15.3
10.357843031120918,14.6
10.658356314100912,13.0
9.925979061443767,16.4
10.412236437864234,14.0
10.214200721099663,12.4
9.92909239441615,12.1
9.811416277917676,13.0
10.456161100583225,11.3
9.18439594483908,11.1
10.161407829106938,11.8
9.91074457780774,13.7
10.099652629811931,13.1
10.425274502951073,13.5
9.739094302329526,13.0
10.333255434991207,14.4
10.07223239302683,14.2
10.230261555843674,13.2
10.319892203412287,10.0
10.063404820095405,12.9
9.585491722927069,13.0
9.900405347331363,14.2
10.12607472208661,13.7
9.5367361081879,12.6
10.084637882397097,13.0
10.456027470804576,14.5
10.322923363672796,14.4
10.132404169942609,16.7
10.425992588520296,13.4
10.28066874308737,13.3
10.174141517923037,16.8
10.441994359268126,14.6
10.36728262549016,14.5
10.39793222870595,13.9
10.059341713675279,16.1
10.145472896735164,13.7
9.908370203312774,14.8
10.454018480774547,15.4
10.079768334354624,17.3
10.302164706908265,14.3
10.433913420926178,14.4
10.33165389153226,16.9
10.142455780669579,12.8
9.936029100529074,15.9
10.231292520679308,15.8
10.281714340369604,14.4
9.732543525369797,10.5
9.255761659586756,11.3
9.387234046176234,14.0
9.80385538381493,13.4
10.022648023972996,12.6
10.066282798933432,9.0
7.823752669113975,13.1
9.591795383295176,10.4
9.747482751515566,10.4
10.240987042781713,10.3
10.307848343647724,16.1
9.980839919934803,9.9
8.818602537048559,10.3
9.984183573225792,8.7
10.218532727487828,8.1
10.116949530307856,8.9
9.939453716600884,8.9
9.968942403664908,10.9
8.848164102771296,14.6
9.2949550495512,15.0
8.145548597493976,9.9
10.248678911988382,12.3
8.116576636675104,14.2
9.520687099312266,12.9
10.022192745336485,11.8
10.122660520932397,9.8
10.08031903292072,9.2
9.369969902375685,9.0
9.851965552886421,10.3
7.783071904698168,12.1
10.342558014619543,13.2
9.873676253702069,13.8
10.114649646276268,13.6
9.091368957128012,15.4
10.156594790745904,10.3
9.882526545941008,11.4
9.866849141393756,12.3
9.10749523347595,9.4
9.462523828774252,11.5
9.864749884909488,12.3
8.815883116441443,12.5
9.7098259419821,14.1
10.019733731328381,17.3
10.399032975439166,17.4
10.18339433946792,15.3
10.121026401613406,15.9
9.134418246068421,16.1
10.190462863151453,16.8
10.222665783204157,14.1
8.569618419582048,13.7
10.395417715313881,13.8
9.463401188834645,15.9
10.316139461114266,17.3
9.561587830342262,15.3
9.087963997666256,14.3
10.281750975482591,19.7
10.327405255725724,15.4
8.378568619234462,15.6
10.306191544773503,16.0
8.374221120793864,12.8
10.089724899936732,12.6
10.170330629274886,11.7
10.276156238703297,11.6
9.887785719937266,13.9
10.576420793774314,15.9
10.350619394518317,16.0
10.415868908413293,14.1
9.127821766440723,14.4
9.842349381252623,17.3
10.136131474089133,12.7
10.185433611378548,17.6
8.775249351298118,15.6
10.429447954435213,15.1
7.888726791532314,18.2
10.433394558588763,18.9
10.569023637267497,17.0
8.78195375071979,16.5
10.203690295859907,16.6
10.276682831315881,12.8
9.26189835650266,12.8
10.677310571141467,17.0
10.594498125913988,17.8
10.05176493938716,18.6
10.727490421250836,16.5
8.896342077356765,17.2
10.405963965028489,15.2
10.386268445847804,16.1
10.397954347205095,16.8
9.957313868249898,14.9
8.29699204638731,15.1
10.115487785677844,12.3
9.98462768173789,12.6
9.579547651195584,17.5
9.263595952835537,17.1
10.281488078905962,13.8
9.748489726500015,14.6
9.413801062409233,14.1
10.022683535696107,14.0
10.47171308553818,10.8
10.493468353726518,16.4
10.22938310372234,17.4
9.285269606656412,17.7
9.972008056072033,17.7
10.26330930896172,16.8
9.822072999964305,13.6
9.698334181676783,14.2
8.900352159424392,10.3
8.372686552079179,16.9
10.25631916026475,14.7
9.734897765525472,14.7
10.453880502423353,18.7
10.277400171784556,19.7
10.53092585253667,14.5
10.311139677417447,16.8
7.691308537933657,16.4
9.777577497267039,16.5
10.466245415209343,15.1
9.14322667579558,12.1
9.243689515787604,13.2
10.346613743122859,12.0
10.456866823644944,9.9
10.139429655782614,14.1
10.235475042285046,12.5
9.579595393368182,13.1
10.420096098403171,14.3
10.509085065191735,14.2
9.858317383469128,15.4
10.500995846834828,14.1
10.395158508197383,14.4
10.204606749904912,13.3
10.436343828306434,12.6
10.477185737298447,13.0
9.99720656850409,16.4
10.055021867484305,12.4
10.087217107488554,12.1
9.811416277917676,13.0
10.456161100583225,11.3
9.433301031272233,11.1
10.058785890436344,11.8
10.096844670247261,11.7
9.76499329224252,13.7
10.099652629811931,13.1
10.46441384078661,13.5
9.088005126331575,11.9
9.739094302329526,13.0
